,Facility.Name,Facility.City,Facility.State,Facility.Type,Rating.Overall,Rating.Mortality,Rating.Safety,Rating.Readmission,Rating.Experience,Rating.Effectiveness,Rating.Timeliness,Rating.Imaging
2451,Washington County Memorial Hospital,Potosi,MO,Government,2,Same,,Below,,Same,Same,Same
2452,Wright Memorial Hospital,Trenton,MO,Private,2,Same,,Below,,Same,Above,Same
2453,Scotland County  Hospital,Memphis,MO,Government,3,Same,,Same,,Same,Above,
2454,Perry County Memorial Hospital,Perryville,MO,Government,3,Same,,Below,Same,Same,Above,Same
2455,Harrison County Community Hospital,Bethany,MO,Government,-1,,,Same,,,,
2456,Macon County Samaritan Memorial Hospital,Macon,MO,Government,-1,,,,,,,
2457,Hermann Area District Hospital,Hermann,MO,Government,-1,Same,,Same,,,,
2458,Parkland Health Center - Bonne Terre,Bonne Terre,MO,Private,-1,,,,,,,
2459,Mercy Hospital Aurora,Aurora,MO,Church,3,,,Same,Same,Same,,
2460,Mercy Hospital Cassville,Cassville,MO,Church,-1,,,Same,,,,
2461,Salem Memorial District Hospital,Salem,MO,Government,-1,Same,,Below,,,,
2462,Mercy Hospital Lincoln,Troy,MO,Government,4,Same,,Above,Same,Same,Same,Same
2463,Lafayette Regional Health Center,Lexington,MO,Proprietary,3,Same,,Below,Same,Same,Above,
2464,Hedrick Medical Center,Chillicothe,MO,Private,3,Same,,Below,Same,Same,Above,Same
2465,Excelsior Springs Hospital,Excelsior Springs,MO,Government,-1,,,,,,,
2466,Cedar County Memorial Hospital,El Dorado Springs,MO,Government,3,,,Same,,Same,Same,
2467,Cass Regional Medical Center,Harrisonville,MO,Government,4,Same,,Same,Same,Same,Above,Same
2468,Cox Barton County Hospital,Lamar,MO,Government,4,Same,,Same,Above,,,
2469,Ray County Memorial Hospital,Richmond,MO,Government,4,Same,,Same,Same,Same,Same,Same
2470,Northwest Medical Center,Albany,MO,Private,-1,,,Below,,,Same,
2471,Cox Monett Hospital,Monett,MO,Private,4,,,Above,Above,Same,,
2472,Ste Genevieve County Memorial Hospital,Sainte Genevieve,MO,Government,4,Same,,Above,Same,Same,Above,Same
2473,Freeman Neosho Hospital,Neosho,MO,Private,3,Same,,Same,Same,,,
2474,Carroll County Memorial Hospital,Carrollton,MO,Private,-1,,,Same,,Same,,
2475,Pike County Memorial Hospital,Louisiana,MO,Government,3,Same,,Same,,Same,Same,Same
2476,I-70 Community Hospital,Sweet Springs,MO,Proprietary,-1,,,,,,,
2477,Mercy St Francis Hospital,Mountain View,MO,Private,-1,,,Same,,,,
2478,Iron County Medical Center,Pilot Knob,MO,Government,-1,,,,,,,
2479,Missouri Baptist Sullivan Hospital,Sullivan,MO,Private,3,Same,,Same,Same,Same,Same,Above
2480,Mercy Hospital Carthage,Carthage,MO,Government,4,Same,,Above,Same,,,
2481,St Louis Childrens Hospital,Saint Louis,MO,Unknown,-1,,,,,,,
2482,Childrens Mercy Hospital,Kansas City,MO,Private,-1,,,,,,,
2483,Ranken Jordan A Pediatric Rehab,Maryland Heights,MO,Private,-1,,,,,,,
2484,Shriners Hospitals For Children,Saint Louis,MO,Private,-1,,,,,,,
2485,St Peters Hospital,Helena,MT,Private,3,Same,Below,Above,Above,Same,Same,Same
2486,Billings Clinic Hospital,Billings,MT,Private,3,Same,Same,Above,Above,Same,Below,Same
2487,Benefis Hospitals Inc,Great Falls,MT,Private,3,Same,Below,Above,Below,Same,Same,Same
2488,St Patrick Hospital,Missoula,MT,Church,5,Same,Above,Above,Above,Same,Above,Same
2489,St James Healthcare,Butte,MT,Private,3,Same,Same,Same,Same,Same,Above,Same
2490,Community Medical Center,Missoula,MT,Private,4,Same,Above,Above,Below,Same,Above,Same
2491,Northern Montana Hospital,Havre,MT,Private,3,Same,Same,Above,Below,Same,Above,Same
2492,St Vincent Healthcare,Billings,MT,Church,5,Below,Above,Above,Above,Same,Above,Same
2493,Kalispell Regional Medical Center,Kalispell,MT,Private,5,Same,Above,Above,Above,Same,Same,Same
2494,Bozeman Health Deaconess Hospital,Bozeman,MT,Private,4,Same,Below,Above,Above,Same,Same,Same
2495,P H S Indian Hospital At Browning - Blackfeet,Browning,MT,Government,-1,,,Same,,Same,,
2496,Great Falls Clinic Hospital,Great Falls,MT,Proprietary,4,Same,Above,Above,Above,Same,Above,Same
2497,The Healthcenter,Kalispell,MT,Proprietary,4,,,Above,Same,Same,,Below
2498,Big Sky Medical Center,Big Sky,MT,Private,-1,,,,,Same,Same,
2499,Poplar Community Hospital,Poplar,MT,Private,-1,,,,,,,
2500,Fallon Medical Complex Hospital,Baker,MT,Private,-1,,,,,,,
2501,Dahl Memorial Healthcare Assoc,Ekalaka,MT,Private,-1,,,,,Same,Same,
2502,Granite County Medical Center,Philipsburg,MT,Government,-1,,,,,,,
2503,Missouri River Medical Center,Fort Benton,MT,Government,-1,,,,,,,
2504,Mccone County Health Center,Circle,MT,Private,-1,,,,,Same,Above,
2505,Mountainview Medical Center,White Sulphur Spring,MT,Private,-1,,,,,,,
2506,Benefis Teton Medical Center,Choteau,MT,Private,-1,,,,,,,
2507,Roosevelt Medical Center,Culbertson,MT,Private,-1,,,,,,,
2508,Prairie Community Hospital,Terry,MT,Government,-1,,,,,,,
2509,Garfield County Health Center,Jordan,MT,Government,-1,,,,,,,
2510,Big Sandy Medical Center,Big Sandy,MT,Private,-1,,,,,,,
2511,Phillips County Medical Center,Malta,MT,Private,-1,,,,,,,
2512,Pioneer Medical Center,Big Timber,MT,Government,-1,,,,,,,
2513,Deer Lodge Medical Center,Deer Lodge,MT,Private,-1,,,,,,,
2514,P H S Indian Hospital-ft Belknap At Harlem - Cah,Harlem,MT,Government,-1,,,,,,,
2515,Frances Mahon Deaconess Hospital,Glasgow,MT,Private,4,Same,,Same,Above,Same,Above,Same
2516,Livingston Healthcare,Livingston,MT,Private,4,Same,,Same,Above,,,
2517,Barrett Hospital & Healthcare,Dillon,MT,Government,4,,,Same,Above,Same,Same,Same
2518,Ruby Valley Medical Center,Sheridan,MT,Government,-1,,,Same,,,,
2519,Cabinet Peaks Medical Center,Libby,MT,Private,4,Same,,Above,Same,Same,Above,
2520,Wheatland Memorial Hospital,Harlowton,MT,Government,-1,,,,,,,
2521,Sheridan Memorial Hosptial,Plentywood,MT,Private,-1,,,,,,,
2522,Clark Fork Valley Hospital,Plains,MT,Private,-1,,,Below,,,,
2523,Pondera Medical Center,Conrad,MT,Private,-1,,,,,,,
2524,St Luke Community Hospital,Ronan,MT,Private,2,Same,,Below,Same,Same,Above,
2525,Beartooth Billings Clinic,Red Lodge,MT,Private,-1,,,,,,,
2526,Rosebud Health Care Center,Forsyth,MT,Private,-1,,,,,,,
2527,Marias Medical Center,Shelby,MT,Government,-1,,,,,,,
2528,Madison Valley Medical Center,Ennis,MT,Government,-1,,,,,,,
2529,Stillwater Billings Clinic,Columbus,MT,Private,-1,,,,,,,
2530,Mineral Community Hospital,Superior,MT,Private,-1,,,,,,,
2531,Glendive Medical Center,Glendive,MT,Unknown,2,Same,,Same,Below,,,
2532,Broadwater Health Center,Townsend,MT,Private,-1,,,,,,,
2533,Liberty Medical Center,Chester,MT,Private,-1,,,,,,,
2534,Community Hospital Of Anaconda,Anaconda,MT,Private,4,Same,,Above,Above,Same,Above,Same
2535,North Valley Hospital,Whitefish,MT,Private,4,Same,,Above,Above,Same,Above,Same
2536,Northern Rockies Medical Center,Cut Bank,MT,Private,-1,,,,,,,
2537,Big Horn Co Memorial Hospital,Hardin,MT,Government,-1,,,,,Same,Above,
2538,P H S Indian Hospital Crow / Northern Cheyenne,Crow Agency,MT,Government,-1,,,,,,,
2539,Marcus Daly Memorial Hospital - Cah,Hamilton,MT,Private,3,Same,,Same,Below,,,
2540,Trinity Hospital,Wolf Point,MT,Private,-1,,,,,,,
2541,Daniels Memorial Hospital,Scobey,MT,Government,-1,,,,,,,
2542,Providence St Joseph Medical Center,Polson,MT,Private,3,Same,,Same,Same,Same,Above,Same
2543,Sidney Health Center,Sidney,MT,Private,3,Same,,Same,Same,Same,Above,Same
2544,Central Montana Medical Center,Lewistown,MT,Private,4,Same,,Above,Same,Same,Above,
2545,Roundup Memorial Healthcare,Roundup,MT,Government,-1,,,,,,Same,
2546,Holy Rosary Healthcare,Miles City,MT,Private,4,Same,,Above,Same,Same,Above,Same
2547,Bryan Medical Center,Lincoln,NE,Private,3,Below,Below,Above,Above,Same,Same,Same
2548,Chi Health Good Samaritan,Kearney,NE,Church,2,Same,Below,Above,Below,Same,Above,Same
2549,The Nebraska Medical Center,Omaha,NE,Private,3,Same,Above,Below,Above,Same,Below,Above
2550,Chi Health St Elizabeth,Lincoln,NE,Private,3,Same,Above,Above,Below,Same,Below,Same
2551,Chi Health St Francis,Grand Island,NE,Church,3,Same,Below,Above,Below,Same,Above,Below
2552,Mary Lanning Healthcare,Hastings,NE,Unknown,3,Below,Below,Above,Same,Same,Above,Same
2553,Methodist Hospital,Omaha,NE,Private,4,Same,Below,Above,Above,Below,Above,Above
2554,Chi Health Creighton University Medical Center - B,Omaha,NE,Private,3,Above,Below,Below,Below,Same,Same,Same
2555,Regional West Medical Center,Scottsbluff,NE,Private,1,Same,Below,Above,Below,Same,Same,Same
2556,Great Plains Health,North Platte,NE,Private,3,Same,Above,Same,Below,Same,Above,Same
2557,Methodist Fremont Health,Fremont,NE,Government,4,Same,Same,Above,Above,Same,Above,Below
2558,Chi Health Immanuel,Omaha,NE,Private,3,Same,Same,Above,Same,Same,Above,Same
2559,Chi Health Midlands,Papillion,NE,Church,4,Same,,Above,Same,Same,Above,Same
2560,Columbus Community Hospital,Columbus,NE,Unknown,5,Same,Above,Above,Above,Same,Above,Same
2561,Faith Regional Health Services,Norfolk,NE,Private,4,Same,Above,Above,Same,Same,Above,Same
2562,Lincoln Surgical Hospital,Lincoln,NE,Proprietary,-1,,,,Above,,,
2563,Chi Health Nebraska Heart,Lincoln,NE,Private,5,Same,,Above,Above,,,
2564,Nebraska Orthopaedic Hospital,Omaha,NE,Unknown,-1,,,,Above,Same,Above,
2565,Chi Health Lakeside,Omaha,NE,Church,3,Same,Below,Above,Same,Same,Above,Above
2566,Midwest Surgical Hospital Llc,Omaha,NE,Unknown,-1,,,,Above,,,
2567,Bellevue Medical Center,Bellevue,NE,Proprietary,2,Below,Below,Below,Above,Same,Above,Same
2568,"Nebraska Spine Hospital, Llc",Omaha,NE,Proprietary,-1,,,,Above,,,
2569,Kearney Regional Medical Center,Kearney,NE,Proprietary,4,Same,Above,Above,Same,Same,Above,Below
2570,Harlan County Health System,Alma,NE,Government,-1,,,,,Same,Same,
2571,Fillmore County Hospital,Geneva,NE,Government,4,,,Same,Above,Same,Above,
2572,Pawnee County Memorial Hospital,Pawnee City,NE,Government,-1,,,,,Same,Same,
2573,Niobrara Valley Hospital,Lynch,NE,Private,-1,,,,,,Same,
2574,Thayer County Health Services,Hebron,NE,Government,3,Same,,Same,Same,Same,Above,
2575,Kimball Health Services,Kimball,NE,Government,-1,,,Same,,,Same,
2576,Kearney County Health Services Hospital,Minden,NE,Government,-1,,,,,Same,Above,
2577,Saunders Medical Center,Wahoo,NE,Government,3,,,Same,,Same,Above,
2578,Henderson Health Care Services,Henderson,NE,Private,4,,,Same,,Same,Above,
2579,Community Memorial Hospital,Syracuse,NE,Government,-1,,,,,Same,Same,
2580,Regional West Garden County Hospital,Oshkosh,NE,Private,-1,,,,,,,
2581,Franklin County Memorial Hospital,Franklin,NE,Government,-1,,,,,,,
2582,Genoa Community Hospital,Genoa,NE,Government,-1,,,,,,,
2583,Gothenburg Memorial Hospital,Gothenburg,NE,Government,3,,,Same,,Same,Above,
2584,Annie Jeffrey Memorial County Health Center,Osceola,NE,Government,4,,,Same,,Same,Above,
2585,Brodstone Memorial Hosp,Superior,NE,Private,4,Same,,Below,Above,Same,Above,Same
2586,Webster County Community Hospital,Red Cloud,NE,Government,-1,,,,,Same,Above,
2587,Morrill County Community Hospital,Bridgeport,NE,Government,-1,,,,,,,
2588,Jefferson Community Health Center,Fairbury,NE,Private,4,,,Same,,Same,Above,
2589,Memorial Hospital,Aurora,NE,Private,3,,,Same,,,Above,Same
2590,Oakland Mercy Hospital,Oakland,NE,Private,-1,,,,,Same,Above,
2591,St Francis Memorial Hospital,West Point,NE,Private,4,Same,,Same,Above,Same,Above,
2592,Chi Health Schuyler,Schuyler,NE,Private,-1,,,,,Same,Same,
2593,Nemaha County Hospital,Auburn,NE,Government,3,,,Same,,Same,Same,
2594,Brown County Hospital,Ainsworth,NE,Government,-1,,,,,,Same,
2595,Antelope Memorial Hospital,Neligh,NE,Private,3,,,Same,,Same,Above,
2596,Cozad Community Hospital,Cozad,NE,Government,-1,,,Above,,,,
2597,Merrick Medical Center,Central City,NE,Government,4,,,Same,,Same,Above,
2598,Avera St Anthony's Hospital,O' Neill,NE,Church,3,Same,,Same,Above,Same,Above,Same
2599,Warren Memorial Hospital,Friend,NE,Government,-1,,,,,,,
2600,Avera Creighton Hospital,Creighton,NE,Private,-1,,,Same,,,Above,
2601,Butler County Health Care Center,David City,NE,Government,4,,,Same,Above,Same,Above,
2602,Rock County Hospital,Bassett,NE,Government,-1,,,,,,,
2603,Boone County Health Center,Albion,NE,Government,4,Same,,Below,Above,Same,Above,
2604,Callaway District Hospital,Callaway,NE,Government,-1,,,,,Same,Above,
2605,York General Hospital,York,NE,Private,3,Same,,Below,Above,Same,Above,Same
2606,Howard County Medical Center,St Paul,NE,Unknown,3,,,Same,,Same,Above,Same
2607,Memorial Health Care Systems,Seward,NE,Private,4,Same,,Above,Above,,Same,Same
2608,Dundy County Hospital,Benkelman,NE,Government,-1,,,,,Same,Above,
2609,Chadron Community Hospital Corp,Chadron,NE,Private,4,Same,,Same,Same,Same,Above,
2610,Chi Health St Mary's,Nebraska City,NE,Church,3,,,Same,,Same,Above,Same
2611,West Holt Memorial Hospital,Atkinson,NE,Private,-1,,,Same,,,,
2612,Cherry County Hospital,Valentine,NE,Government,3,,,Same,Same,Same,Above,
2613,Providence Medical Center,Wayne,NE,Private,4,,,Same,Above,Same,Above,
2614,Chi Health Plainview,Plainview,NE,Church,-1,,,,,Same,Above,
2615,Osmond General Hospital,Osmond,NE,Private,-1,,,,,,Above,
2616,Tri Valley Health System,Cambridge,NE,Private,4,,,Above,,,Same,Same
2617,Pender Community Hospital,Pender,NE,Government,4,Same,,Above,,Same,Above,
2618,Johnson County Hospital,Tecumseh,NE,Government,-1,,,,,Same,Above,
2619,Chase County Community Hospital,Imperial,NE,Government,-1,,,,,Same,Above,
2620,"Community Medical Center, Inc",Falls City,NE,Private,4,Same,,Same,Above,,Above,
2621,Valley County Health System,Ord,NE,Government,3,Same,,Same,,,Above,Same
2622,Crete Area Medical Center,Crete,NE,Private,3,,,Same,,Same,Above,
2623,Ogallala Community Hospital,Ogallala,NE,Government,3,Same,,Same,,Same,,Same
2624,Perkins County Health Services,Grant,NE,Government,4,,,Same,Above,,,Same
2625,Sidney Regional Medical Center,Sidney,NE,Private,2,Same,,Same,,,Above,Same
2626,Gordon Memorial Hospital District,Gordon,NE,Government,-1,,,,,Same,Above,Same
2627,Memorial Community Hospital Mch & Health System,Blair,NE,Private,3,,,Same,,Same,Above,Same
2628,Box Butte General Hospital,Alliance,NE,Government,3,Same,,Below,Above,,Above,
2629,Lexington Regional Health Center,Lexington,NE,Government,4,,,Same,Same,Same,Above,Same
2630,Phelps Memorial Health Center,Holdrege,NE,Private,4,Same,,Above,Above,Same,Above,Same
2631,Community Hospital,Mccook,NE,Unknown,3,Same,,Below,Above,Same,Above,Same
2632,"Beatrice Community Hospital & Health Center, Inc",Beatrice,NE,Private,4,Same,,Same,Above,Same,Above,Same
2633,Jennie M Melham Memorial Medical Center,Broken Bow,NE,Private,4,Same,,Above,,Same,Above,Same
2634,Boys Town National Research Hospital,Omaha,NE,Private,-1,,,,,,,
2635,Children's Hospital & Medical Center,Omaha,NE,Private,-1,,,,,,,
2636,Renown Regional Medical Center,Reno,NV,Private,1,Below,Below,Above,Below,Same,Below,Same
2637,Sunrise Hospital And Medical Center,Las Vegas,NV,Proprietary,1,Below,Below,Below,Below,Same,Below,Above
2638,North Vista Hospital,North Las Vegas,NV,Private,2,Same,Above,Below,Below,Same,Below,
2639,University Medical Center,Las Vegas,NV,Government,1,Same,Below,Below,Below,Same,Below,Same
2640,Northeastern Nevada Regional Hospital,Elko,NV,Proprietary,3,Same,Same,Same,Below,Same,Same,Same
2641,Saint Mary's Regional Medical Center,Reno,NV,Private,4,Same,Above,Below,Below,Same,Same,Same
2642,St Rose Dominican Hospitals - Rose De Lima Campus,Henderson,NV,Church,2,Below,Above,Same,Below,Same,Below,Above
2643,Carson Tahoe Regional Medical Center,Carson City,NV,Private,4,Same,Above,Below,Same,Same,Same,Below
2644,Valley Hospital Medical Center,Las Vegas,NV,Proprietary,1,Same,Below,Below,Below,Below,Below,Above
2645,Desert Springs Hospital,Las Vegas,NV,Proprietary,1,Below,Below,Below,Below,Same,Below,Same
2646,Northern Nevada Medical Center,Sparks,NV,Proprietary,3,Same,Above,Below,Same,Same,Above,Same
2647,Mountainview Hospital,Las Vegas,NV,Proprietary,3,Above,Above,Below,Below,Same,Below,Above
2648,Summerlin Hospital Medical Center,Las Vegas,NV,Proprietary,1,Same,Below,Below,Below,Same,Below,Same
2649,Harmon Hospital,Las Vegas,NV,Private,-1,,,,,,,
2650,St Rose Dominican Hospitals - Siena Campus,Henderson,NV,Private,1,Below,Below,Same,Below,Same,Below,Above
2651,Spring Valley Hospital Medical Center,Las Vegas,NV,Proprietary,1,Same,Below,Below,Below,Same,Below,Same
2652,Southern Hills Hospital And Medical Center,Las Vegas,NV,Private,1,Same,Below,Below,Below,Same,Above,Above
2653,Renown South Meadows Medical Center,Reno,NV,Private,4,Same,Above,Above,Same,Same,Same,Same
2654,St Rose Dominican Hospitals - San Martin Campus,Las Vegas,NV,Church,1,Same,Below,Below,Same,Same,Below,Same
2655,Centennial Hills Hospital Medical Center,Las Vegas,NV,Proprietary,2,Same,Same,Below,Below,Same,Same,Same
2656,Mountain's Edge Hospital,Las Vegas,NV,Private,-1,,,,,,,
2657,Henderson Hospital,Henderson,NV,Proprietary,3,,Above,Below,Same,Same,Below,
2658,Mount Grant General Hospital,Hawthorne,NV,Government,3,Same,,Same,,Same,Above,
2659,Incline Village Health Center,Incline Village,NV,Government,-1,,,,,,Same,
2660,William Bee Ririe Hospital,Ely,NV,Government,-1,Same,,Same,,,,
2661,Battle Mountain General Hospital,Batte Mtn,NV,Government,-1,,,,,,,
2662,Pershing General Hospital,Lovelock,NV,Government,-1,,,,,Same,Same,
2663,Carson Valley Medical Center,Gardnerville,NV,Private,3,Same,,Below,Same,Same,Same,Same
2664,Mesa View Regional Hospital,Mesquite,NV,Proprietary,3,Same,,Same,Same,Same,Above,Same
2665,Humboldt General Hospital,Winnemucca,NV,Government,2,Same,,Same,Below,Same,Same,Same
2666,Boulder City Hospital,Boulder City,NV,Private,2,,,Same,,,Same,Same
2667,Desert View Hospital,Pahrump,NV,Proprietary,2,Same,,Same,Below,Same,Same,Below
2668,Grover C Dils Medical Center,Caliente,NV,Government,-1,,,,,,,
2669,Banner Churchill Community Hospital,Fallon,NV,Unknown,4,Same,,Above,Above,Same,,Same
2670,South Lyon Medical Center,Yerington,NV,Government,-1,,,,,Same,Same,
2671,Concord Hospital,Concord,NH,Private,4,Same,Above,Below,Above,Same,Below,Above
2672,Mary Hitchcock Memorial Hospital,Lebanon,NH,Private,3,Same,Above,Below,Above,Same,Below,Above
2673,Lakes Region General Hospital,Laconia,NH,Private,3,Same,Above,Same,Below,Below,Same,Above
2674,St Joseph Hospital,Nashua,NH,Unknown,4,Above,Below,Above,Same,Same,Below,Same
2675,Elliot Hospital,Manchester,NH,Private,2,Same,Below,Below,Same,Same,Below,Same
2676,Frisbie Memorial Hospital,Rochester,NH,Private,5,Same,Above,Above,Above,Same,Same,Same
2677,Parkland Medical Center,Derry,NH,Proprietary,2,Same,Same,Below,Below,Above,Same,Same
2678,Wentworth-douglass Hospital,Dover,NH,Private,5,Above,Above,Above,Above,Same,Below,Same
2679,Cheshire Medical Center,Keene,NH,Private,3,Same,Above,Below,Same,Same,Below,Above
2680,Southern Nh Medical Center,Nashua,NH,Private,3,Above,Same,Below,Same,Same,Same,Same
2681,Exeter Hospital Inc,Exeter,NH,Private,5,Same,Above,Above,Above,Above,Same,Same
2682,Portsmouth Regional Hospital,Portsmouth,NH,Proprietary,3,Same,Above,Below,Below,Above,Above,Same
2683,Catholic Medical Center,Manchester,NH,Private,3,Above,Below,Below,Same,Same,Below,Same
2684,Upper Connecticut Valley Hospital,Colebrook,NH,Private,3,Same,,Same,,Same,Same,Same
2685,Cottage Hospital,Woodsville,NH,Private,2,Same,,Below,,Same,Same,Same
2686,Littleton Regional Healthcare,Littleton,NH,Private,4,Same,,Above,Above,Same,Same,Same
2687,Weeks Medical Center,Lancaster,NH,Private,4,Same,,Above,Same,Same,Same,Same
2688,New London Hospital,New London,NH,Private,3,Same,,Below,Above,Same,Above,Same
2689,Alice Peck Day Memorial Hospital,Lebanon,NH,Private,4,Same,,Same,Above,,,
2690,Franklin Regional Hospital,Franklin,NH,Private,3,Same,,Same,,Same,Same,Same
2691,"Memorial Hospital, The",North Conway,NH,Private,2,Same,,Below,Below,,Same,Same
2692,Valley Regional Hospital,Claremont,NH,Private,4,Same,,Above,Same,Same,Below,
2693,Monadnock Community Hospital,Peterborough,NH,Private,4,Same,,Above,Above,Same,Same,Same
2694,Androscoggin Valley Hospital,Berlin,NH,Private,4,Same,,Above,Above,Same,Same,Same
